eventID,userID,sessionID,docID,page,sourceText,translatedText,sourceLang,targetLang,translationMode,provider,translatedAt,settingsSnapshot,docName,isUndesired,translationOutputMode
10031,25,e7bf17ae-7754-401b-b520-b43d7dca91db,144,2,chocolate,σοκολάτα,en,el,word,deepl,2026-05-21T07:19:32.603Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22, ""sensitivity"": 391, ""currentPdfFile"": ""b2_sticky_fingers_4.pdf""}",b2_sticky_fingers_4.pdf,0,on
10032,25,e7bf17ae-7754-401b-b520-b43d7dca91db,144,2,marketers,εμπόροι,en,el,word,deepl,2026-05-21T07:19:32.989Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22, ""sensitivity"": 391, ""currentPdfFile"": ""b2_sticky_fingers_4.pdf""}",b2_sticky_fingers_4.pdf,0,on
10033,25,e7bf17ae-7754-401b-b520-b43d7dca91db,144,2,economies.,οικονομίες.,en,el,word,deepl,2026-05-21T07:20:00.282Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22, ""sensitivity"": 391, ""currentPdfFile"": ""b2_sticky_fingers_4.pdf""}",b2_sticky_fingers_4.pdf,0,on
10034,25,e7bf17ae-7754-401b-b520-b43d7dca91db,144,2,earth-friendly.,φιλικές προς το περιβάλλον.,en,el,word,deepl,2026-05-21T07:20:22.623Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22, ""sensitivity"": 391, ""currentPdfFile"": ""b2_sticky_fingers_4.pdf""}",b2_sticky_fingers_4.pdf,0,on
10035,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,Lisa,Λίζα,en,el,word,deepl,2026-05-21T07:45:12.525Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10036,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,"Olsen,","Όλσεν,",en,el,word,deepl,2026-05-21T07:45:17.667Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10037,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,Ruptured,Ruptured,en,el,word,deepl,2026-05-21T07:45:23.938Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10038,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,Museum,Μουσείο,en,el,word,deepl,2026-05-21T07:45:24.502Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10039,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,Aviation,Αεροπορία,en,el,word,deepl,2026-05-21T07:45:28.255Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10040,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,branch,κλάδο,en,el,word,deepl,2026-05-21T07:45:36.434Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10041,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,request,αίτημα,en,el,word,deepl,2026-05-21T07:45:36.499Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10042,14,a7b34be5-4bcc-4dfd-8503-3ca4343a39be,145,1,federal,ομοσπονδιακός,en,el,word,deepl,2026-05-21T07:45:36.528Z,"{""zoom"": 1.03, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": false, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_walt_disney_4.pdf""}",c1_walt_disney_4.pdf,0,on
10043,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,31,1,begins.,ξεκινά.,en,el,word,deepl,2026-05-21T07:59:49.333Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
10044,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,Age,Εποχή,en,el,word,deepl,2026-05-21T08:01:17.602Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10045,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,ReadWorks,ReadWorks,en,el,word,deepl,2026-05-21T08:01:20.120Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10046,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,governments,κυβερνήσεις,en,el,word,deepl,2026-05-21T08:01:29.280Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10047,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,governments,κυβερνήσεις,en,el,word,deepl,2026-05-21T08:01:29.544Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10048,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,thousands,χιλιάδες,en,el,word,deepl,2026-05-21T08:01:29.607Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10049,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,thousands,χιλιάδες,en,el,word,deepl,2026-05-21T08:01:29.945Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10050,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,cultures.,πολιτισμούς.,en,el,word,deepl,2026-05-21T08:01:31.129Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10051,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,cultures.,πολιτισμούς.,en,el,word,deepl,2026-05-21T08:01:32.037Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10052,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,thousands,χιλιάδες,en,el,word,deepl,2026-05-21T08:01:32.097Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10053,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,cultures.,πολιτισμούς.,en,el,word,deepl,2026-05-21T08:01:33.484Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10054,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,(like,(όπως,en,el,word,deepl,2026-05-21T08:01:50.703Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10055,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,"however,","ωστόσο,",en,el,word,deepl,2026-05-21T08:01:50.747Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10056,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,economic,οικονομική,en,el,word,deepl,2026-05-21T08:01:50.789Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10057,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,"reckoning,""","υπολογισμός»,",en,el,word,deepl,2026-05-21T08:01:56.354Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10058,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,Europe),Ευρώπη),en,el,word,deepl,2026-05-21T08:01:57.450Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10059,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,science.,επιστήμη.,en,el,word,deepl,2026-05-21T08:02:03.693Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10060,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,estimated,εκτιμώμενη,en,el,word,deepl,2026-05-21T08:02:04.564Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10061,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,science.,επιστήμη.,en,el,word,deepl,2026-05-21T08:02:04.826Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10062,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,technologies,τεχνολογίες,en,el,word,deepl,2026-05-21T08:02:13.254Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10063,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,fan-shaped,σε σχήμα βεντάλιας,en,el,word,deepl,2026-05-21T08:02:23.655Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10064,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,1,technologies,τεχνολογίες,en,el,word,deepl,2026-05-21T08:02:25.104Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10065,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,2,Time-keeping,Χρονομέτρηση,en,el,word,deepl,2026-05-21T08:02:50.329Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10066,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,2,Governments,Κυβερνήσεις,en,el,word,deepl,2026-05-21T08:03:01.044Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10067,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,2,helpedexplorers,βοηθούσε τους εξερευνητές,en,el,word,deepl,2026-05-21T08:03:16.517Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10068,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,2,navigational,ναυτιλιακά,en,el,word,deepl,2026-05-21T08:03:47.417Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10069,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,2,navigator,πλοηγός,en,el,word,deepl,2026-05-21T08:03:47.430Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
10070,9,e887bbb7-f415-41c2-8d96-e109b720dc7b,147,2,navigator,πλοηγός,en,el,word,deepl,2026-05-21T08:03:47.496Z,"{""zoom"": 1, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c1_age_of_exploration_1.pdf""}",c1_age_of_exploration_1.pdf,0,on
